Transaction_Amount,Transaction_Time,Sender_Age,Receiver_New_Account,Location_Risk_Score,Device_Change,Transaction_Frequency,Fraud
27743414.034138594,12.0,43.0,1,1,0,8.0,0
32890372.285321217,13.0,43.0,1,1,0,9.0,0
21378680.65609426,9.0,46.0,1,0,0,13.0,0
29388080.433943223,14.0,50.0,1,0,0,11.0,0
33218176.734678376,7.0,33.0,0,1,1,17.0,0
26166067.16560454,16.0,50.0,1,0,0,6.0,0
27106932.081962537,16.0,51.0,1,0,0,12.0,1
28907669.9445045,14.0,53.0,0,1,0,18.0,0
36613167.76116632,7.0,37.0,1,0,0,16.0,1
28109977.821574602,15.0,55.0,0,0,0,15.0,0
27694367.197234876,14.0,57.0,0,0,0,17.0,0
31323071.144922864,8.0,50.0,0,1,0,15.0,0
33926565.784873135,8.0,59.0,0,0,0,17.0,0
20297686.23961211,8.0,62.0,0,0,0,18.0,0
28592540.673228685,9.0,39.0,1,1,0,10.0,0
35321362.504791155,11.0,56.0,0,0,0,16.0,0
28120742.643383496,14.0,45.0,1,0,0,8.0,0
26279321.00662325,9.0,42.0,0,1,1,13.0,0
25774394.087548483,11.0,45.0,1,0,0,11.0,0
30315810.933223866,17.0,47.0,1,1,0,9.0,0
23566752.632660914,8.0,63.0,0,1,0,16.0,0
32966383.572301425,15.0,52.0,0,0,1,15.0,0
27425189.81834538,13.0,73.0,0,1,1,15.0,0
32176316.631849658,12.0,44.0,1,1,0,11.0,0
31615982.954807226,17.0,55.0,0,1,1,15.0,0
38208495.23626887,6.0,43.0,0,1,1,15.0,1
30662302.66809976,13.0,49.0,1,1,0,9.0,0
38958468.14038482,13.0,53.0,1,0,0,10.0,0
23598962.141421057,13.0,52.0,1,0,0,16.0,0
10195760.509419197,13.0,61.0,0,1,0,14.0,0
20617826.92748727,3.0,33.0,1,1,1,11.0,1
27615489.837276537,12.0,55.0,0,1,0,13.0,0
13950937.914035302,12.0,42.0,1,0,0,16.0,1
30272269.333605487,13.0,44.0,1,1,0,7.0,0
33232036.848812453,9.0,30.0,1,1,0,13.0,0
26979470.568405498,13.0,51.0,1,0,0,13.0,0
26213489.92705893,10.0,36.0,1,1,0,10.0,0
20780175.15328606,11.0,44.0,1,0,0,10.0,0
32198946.830967903,15.0,56.0,1,1,0,7.0,0
23885835.788983144,16.0,48.0,1,0,0,8.0,0
17035699.480312537,15.0,58.0,1,0,0,7.0,0
24491305.364069525,13.0,51.0,0,1,0,15.0,0
33633752.70137651,9.0,36.0,1,1,0,11.0,0
36088188.22715999,18.0,45.0,1,1,0,9.0,0
33353580.47133966,11.0,54.0,0,0,0,17.0,0
33356002.44909187,14.0,56.0,0,0,0,15.0,0
19036695.36581773,14.0,45.0,0,1,0,13.0,1
24598420.825478435,8.0,59.0,0,1,0,13.0,0
22425330.695300788,6.0,44.0,1,1,1,11.0,1
19192529.587768197,8.0,43.0,1,0,0,21.0,1
26448045.148626678,13.0,40.0,1,1,0,6.0,0
30096915.107564844,8.0,36.0,1,1,1,13.0,0
26729049.700277455,12.0,61.0,0,0,1,15.0,0
28014109.404611714,15.0,47.0,1,0,0,9.0,0
19500540.735324107,8.0,71.0,0,0,0,12.0,0
22129446.219652362,13.0,41.0,1,1,0,9.0,0
30345511.413014956,9.0,63.0,0,1,0,16.0,0
29135351.875735577,12.0,50.0,0,1,0,11.0,0
23049590.587651577,9.0,35.0,1,0,0,12.0,0
14677122.427190665,8.0,49.0,1,1,0,13.0,0
31133531.48682098,7.0,65.0,0,0,0,17.0,0
23570684.517505232,13.0,42.0,1,1,0,8.0,0
23830373.531605326,12.0,64.0,0,1,0,17.0,0
19247066.18743368,9.0,35.0,1,1,0,14.0,0
21818785.77169297,8.0,64.0,0,1,0,17.0,0
28142443.5078027,9.0,54.0,0,1,0,16.0,0
43205164.827474535,6.0,43.0,1,1,0,12.0,0
32690236.5383714,9.0,40.0,1,0,0,17.0,1
18048951.12253574,15.0,42.0,1,1,0,3.0,0
20783620.24511843,8.0,54.0,0,0,1,13.0,1
21444744.8991653,16.0,58.0,0,0,0,18.0,1
27869871.815969583,17.0,38.0,1,1,1,16.0,0
24027559.988642957,11.0,48.0,0,1,0,15.0,0
23251047.274405,17.0,49.0,1,0,0,7.0,0
28735772.669729102,12.0,40.0,1,1,0,9.0,0
33111449.320229005,10.0,44.0,1,0,0,7.0,0
11608843.825356644,14.0,46.0,1,0,0,17.0,0
20812400.26443591,15.0,41.0,1,1,0,11.0,0
17645717.11928369,6.0,64.0,0,0,0,16.0,0
23764858.512704477,10.0,67.0,0,1,0,16.0,0
32967180.03044181,10.0,74.0,0,1,0,18.0,0
22310895.473799683,12.0,63.0,0,0,0,15.0,0
28309710.076486375,9.0,63.0,0,1,0,17.0,0
27938880.821959812,16.0,37.0,1,1,0,14.0,0
23184895.444092,16.0,56.0,0,1,1,16.0,0
42040430.777196325,13.0,44.0,1,1,0,10.0,0
33171526.758970562,17.0,38.0,1,1,0,16.0,0
34980686.2748099,14.0,53.0,1,0,0,8.0,0
21353020.492321465,14.0,46.0,1,1,0,10.0,0
26599778.66009228,10.0,33.0,1,1,0,12.0,1
29480001.743617035,11.0,43.0,1,1,0,9.0,0
32904924.087771513,9.0,38.0,1,1,0,9.0,0
29564256.54641602,8.0,42.0,1,0,0,12.0,0
30545958.3810549,15.0,45.0,1,0,0,12.0,0
15772245.320843419,12.0,41.0,1,1,0,11.0,0
33931620.34830888,13.0,47.0,0,1,0,14.0,0
16627668.230998417,14.0,48.0,0,0,0,18.0,1
27132131.358800225,1.0,49.0,0,1,1,18.0,1
27106125.7070883,6.0,57.0,0,0,1,15.0,1
20505502.87759009,10.0,38.0,1,1,0,10.0,0
34553724.0366991,11.0,59.0,0,1,1,21.0,1
27312222.771768596,15.0,45.0,1,1,0,9.0,0
25812409.04256226,12.0,41.0,1,0,0,15.0,0
11158362.95386,9.0,33.0,1,1,0,11.0,0
23882183.037379786,14.0,45.0,1,0,0,6.0,0
41613865.28581833,14.0,47.0,0,0,0,18.0,1
33839445.77251377,13.0,46.0,1,0,0,13.0,0
28465442.72435096,14.0,45.0,1,1,0,11.0,0
34054087.75773898,14.0,51.0,1,0,0,7.0,0
34960807.42673361,11.0,34.0,1,1,1,10.0,0
19544735.873944145,17.0,61.0,0,1,1,17.0,0
37076239.55871343,13.0,58.0,0,0,0,14.0,0
29606630.495216876,11.0,59.0,0,0,0,16.0,0
32360176.616529297,14.0,41.0,1,1,0,8.0,0
20584067.813607994,11.0,60.0,0,1,0,19.0,0
39662168.6245354,18.0,53.0,1,0,0,4.0,0
21888416.943325263,13.0,50.0,0,1,1,10.0,0
17937222.23849474,16.0,45.0,1,1,0,7.0,0
20552691.465093646,16.0,52.0,0,1,1,14.0,0
20608445.86706206,17.0,46.0,1,1,0,7.0,0
27966457.936578803,13.0,48.0,0,1,0,14.0,0
28362799.720489733,17.0,54.0,0,1,1,14.0,1
25573073.76831639,9.0,51.0,0,1,0,14.0,0
25857953.559150726,16.0,45.0,1,1,0,10.0,0
27751994.139261685,14.0,54.0,0,1,1,11.0,0
14003273.626020594,6.0,32.0,1,1,0,14.0,0
21628575.997399934,9.0,59.0,0,1,0,14.0,0
36913678.30170741,13.0,42.0,1,0,0,15.0,0
31788967.40426986,7.0,36.0,1,1,0,14.0,0
34464201.444726355,13.0,46.0,0,1,0,14.0,0
29738820.767320286,12.0,44.0,1,1,0,7.0,0
32827971.08313029,17.0,42.0,1,1,0,15.0,0
12868099.697148005,13.0,40.0,1,1,0,5.0,0
21572340.67660284,10.0,34.0,1,1,0,13.0,0
26009165.75163891,10.0,67.0,0,1,1,17.0,0
28109862.31640215,12.0,45.0,1,1,0,14.0,0
28692144.342832163,16.0,46.0,0,1,1,11.0,0
24676062.049787097,10.0,68.0,0,1,0,17.0,0
24891045.88539061,12.0,60.0,0,1,0,12.0,0
29931946.46302083,11.0,57.0,0,0,0,12.0,0
25107483.894195445,10.0,38.0,1,1,1,14.0,0
19998799.171188354,15.0,54.0,0,0,0,18.0,0
32718652.189254157,10.0,49.0,1,1,0,14.0,0
37266504.26552573,9.0,64.0,0,0,0,19.0,0
27332137.485051,11.0,34.0,1,1,0,11.0,0
26794999.077716287,14.0,50.0,0,1,0,15.0,0
27363818.777020838,7.0,63.0,0,0,0,9.0,1
30815518.58565449,15.0,41.0,1,1,0,15.0,0
27175915.50655782,15.0,41.0,1,1,0,7.0,0
27358900.880593967,11.0,38.0,1,0,0,13.0,0
22975714.99020256,10.0,56.0,0,1,0,14.0,0
27787295.12038733,13.0,59.0,0,1,0,17.0,0
23908034.332534894,16.0,50.0,0,1,1,15.0,0
25397091.443413638,15.0,46.0,0,1,0,14.0,0
23303961.087645788,17.0,47.0,1,1,0,3.0,0
24862003.966951046,15.0,51.0,1,0,0,7.0,0
36260257.66517149,11.0,45.0,1,0,0,17.0,1
36661913.28675851,8.0,50.0,0,1,1,20.0,1
12620047.940672264,13.0,59.0,0,1,0,18.0,0
17877262.52292833,11.0,53.0,0,0,1,16.0,1
18907597.306761846,15.0,60.0,0,1,1,14.0,0
21270322.660793133,16.0,50.0,0,1,1,14.0,0
17375780.7272754,15.0,42.0,1,1,0,6.0,0
27686933.54783714,5.0,50.0,0,1,1,16.0,1
14887475.553586941,3.0,49.0,1,1,0,11.0,0
17396714.61959565,10.0,39.0,0,1,1,14.0,0
25259965.031452738,17.0,36.0,1,1,0,15.0,0
24336950.775209382,11.0,65.0,0,0,0,13.0,0
15166324.155054033,14.0,59.0,0,1,1,16.0,0
31979865.515186295,14.0,52.0,0,0,0,15.0,0
33634157.078903586,9.0,45.0,1,1,0,12.0,0
21007553.381830834,12.0,39.0,1,0,0,15.0,1
31534745.16047372,12.0,49.0,1,0,0,10.0,0
19504333.406731915,9.0,37.0,1,1,0,9.0,0
25518056.937548902,9.0,37.0,1,1,0,11.0,0
31341633.354330406,13.0,50.0,0,0,0,15.0,1
20219482.322309498,14.0,49.0,1,0,0,9.0,0
27271306.021326516,7.0,42.0,1,1,0,15.0,0
26984178.606960222,13.0,47.0,0,0,0,16.0,1
28028479.270295076,11.0,38.0,1,1,0,15.0,0
27120903.585559793,4.0,52.0,1,1,0,15.0,0
19527981.847948663,16.0,52.0,1,0,0,10.0,0
20493877.056952573,14.0,44.0,1,1,0,10.0,0
32117960.398571007,12.0,51.0,0,1,1,14.0,0
36066904.00148113,14.0,43.0,1,1,1,11.0,1
26188301.033825032,10.0,61.0,0,1,0,17.0,0
28169740.89663731,13.0,41.0,1,1,0,11.0,1
23675070.329105746,10.0,54.0,0,0,0,12.0,0
22925592.01405236,11.0,52.0,0,1,1,18.0,1
17535266.923228398,15.0,48.0,1,1,0,6.0,0
22398062.897922717,11.0,34.0,1,1,0,11.0,0
20631897.443274755,11.0,47.0,1,0,0,14.0,0
24194042.51355324,7.0,36.0,1,1,0,12.0,0
36699652.26472507,7.0,61.0,0,1,0,11.0,0
14564687.173886737,12.0,38.0,1,1,0,11.0,0
26379893.113830052,12.0,32.0,1,1,1,11.0,0
23594880.399999477,11.0,36.0,1,1,1,14.0,0
35350165.1730378,12.0,38.0,1,1,0,8.0,0
36004191.68154455,14.0,48.0,1,0,0,8.0,0
36714791.84929373,17.0,45.0,0,1,1,15.0,0
28086997.97800411,15.0,44.0,1,1,0,8.0,0
24090540.126927298,17.0,57.0,0,0,0,18.0,1
29094139.48972476,11.0,36.0,1,1,0,5.0,0
30967333.211498305,16.0,46.0,1,0,0,8.0,0
40090122.75792681,8.0,41.0,1,1,0,11.0,0
27029157.29495403,13.0,45.0,1,1,0,6.0,0
28910138.896953087,13.0,45.0,1,0,0,11.0,0
25979607.915359482,13.0,71.0,0,1,1,15.0,0
30809858.77479722,7.0,51.0,1,1,0,16.0,0
29244573.114934593,15.0,52.0,0,0,1,12.0,0
36824866.51359426,14.0,61.0,0,1,1,18.0,1
16011932.66530629,13.0,57.0,0,1,0,13.0,0
35236484.23418468,14.0,38.0,1,1,0,6.0,0
19923865.034615166,11.0,49.0,0,1,1,16.0,1
27700511.876413964,13.0,53.0,0,1,0,15.0,0
26876179.368954226,14.0,56.0,0,1,0,15.0,0
24467517.858435746,14.0,54.0,0,1,0,16.0,0
29947845.847002447,9.0,60.0,0,0,0,13.0,0
21571041.964611482,13.0,58.0,0,0,1,14.0,0
22104527.31433622,7.0,48.0,1,1,0,16.0,0
29777445.769849405,15.0,50.0,1,0,0,9.0,0
29775042.2587181,11.0,44.0,1,0,0,18.0,1
24888584.767356582,11.0,46.0,1,1,0,17.0,0
33150572.63498462,9.0,52.0,0,1,1,20.0,1
21108255.12982695,15.0,41.0,1,1,0,13.0,0
16692031.09684309,11.0,49.0,1,0,0,8.0,0
32140123.52180099,4.0,63.0,0,0,0,13.0,0
25723055.390693374,16.0,50.0,0,1,1,9.0,0
32626643.083781023,12.0,45.0,1,1,0,12.0,0
24213563.40949493,15.0,56.0,1,0,0,13.0,0
25994992.005283657,11.0,52.0,0,1,0,14.0,0
17884718.01010227,10.0,37.0,1,1,0,11.0,0
35094514.15080964,8.0,38.0,1,1,0,11.0,0
15041921.947840244,12.0,44.0,1,1,0,10.0,0
21864945.54761088,10.0,51.0,0,0,1,13.0,0
38836954.55989994,15.0,61.0,0,1,1,12.0,0
8961708.23529789,7.0,46.0,0,1,1,14.0,1
18807158.321970496,11.0,45.0,1,0,0,16.0,1
36776758.45744675,13.0,47.0,1,0,0,7.0,0
32790716.30767348,6.0,52.0,0,1,1,10.0,1
27040290.110959165,15.0,50.0,1,0,0,11.0,0
29232289.532723196,15.0,53.0,0,1,0,13.0,0
36115793.28720192,13.0,49.0,1,0,0,9.0,0
27542558.864629015,18.0,48.0,0,1,0,13.0,1
32729294.378823232,12.0,62.0,0,0,0,16.0,0
35280418.508122034,11.0,39.0,1,1,0,11.0,0
29734201.525149878,6.0,60.0,0,1,1,15.0,1
15208464.003325945,17.0,47.0,0,1,0,15.0,0
34505861.898622185,12.0,46.0,1,1,0,11.0,0
16678308.334672958,16.0,24.0,1,1,0,11.0,0
21888275.069817685,13.0,55.0,0,1,0,16.0,0
25433469.59749104,11.0,47.0,1,0,0,7.0,0
41028346.976687945,7.0,34.0,1,1,0,14.0,0
21927181.056792106,10.0,55.0,0,1,1,15.0,1
41931646.06986717,11.0,58.0,0,0,0,17.0,0
32959696.963654686,13.0,45.0,1,1,0,11.0,0
24783874.087706514,10.0,39.0,1,1,0,9.0,0
21582096.917519473,11.0,44.0,1,1,0,7.0,0
27546831.707838822,9.0,51.0,0,1,1,19.0,1
24253543.267389853,12.0,48.0,1,0,0,18.0,1
28741414.048422493,14.0,71.0,0,0,1,19.0,0
27645324.14821879,7.0,29.0,1,1,1,13.0,0
25388302.107688088,16.0,44.0,1,1,0,11.0,1
28646843.001960818,5.0,58.0,0,1,0,16.0,0
25079688.725488294,16.0,45.0,0,1,0,14.0,0
33105965.295736704,13.0,50.0,0,0,0,16.0,0
21543808.384898763,16.0,55.0,1,0,0,10.0,0
32680345.52402079,12.0,38.0,1,1,0,8.0,0
32379441.76538104,18.0,54.0,1,1,0,5.0,0
33419181.05539688,18.0,56.0,0,0,1,16.0,0
31169166.42324508,12.0,58.0,0,0,0,9.0,0
33496538.140329547,12.0,40.0,1,1,0,10.0,0
33861737.208860174,4.0,38.0,0,1,1,16.0,1
26536532.93483373,15.0,41.0,1,1,0,16.0,0
41138881.305628285,10.0,45.0,1,1,0,15.0,0
24488818.14727007,12.0,45.0,1,1,0,9.0,0
24043883.651767507,14.0,43.0,1,0,0,9.0,0
33020980.94402902,15.0,54.0,0,1,1,14.0,0
43065399.95417876,12.0,36.0,1,1,0,13.0,0
26751736.54331047,12.0,47.0,1,0,0,16.0,1
31850971.757451534,16.0,57.0,0,1,1,15.0,0
27395515.88634596,18.0,53.0,0,0,1,14.0,0
37612867.99377762,9.0,57.0,0,1,0,20.0,0
26123416.101577237,14.0,50.0,1,1,0,11.0,0
27505933.15782314,15.0,45.0,1,1,1,12.0,1
30665745.07532948,20.0,43.0,0,1,0,17.0,0
33656792.00695551,11.0,37.0,1,1,0,9.0,0
31908306.322914507,13.0,54.0,0,1,0,16.0,0
32209952.04804282,6.0,50.0,0,1,1,17.0,1
22323818.86642756,11.0,47.0,1,1,0,12.0,0
25404673.971677016,13.0,38.0,1,1,0,8.0,0
27004275.016801506,13.0,44.0,1,0,0,9.0,0
28846027.092047904,10.0,49.0,1,0,0,12.0,0
23535159.2249492,9.0,61.0,0,0,0,18.0,0
9388961.504761431,8.0,58.0,0,0,0,16.0,0
21568809.828597832,15.0,43.0,1,0,0,15.0,0
37421528.008612216,18.0,52.0,0,1,1,13.0,0
27729686.240336973,15.0,42.0,1,1,0,14.0,0
24354657.084952068,13.0,38.0,1,1,0,7.0,0
33030503.738166053,11.0,50.0,1,0,0,10.0,0
31025798.114001423,8.0,35.0,1,1,0,10.0,0
24064451.921805713,14.0,48.0,1,0,0,13.0,0
35350254.24124183,11.0,40.0,1,1,0,11.0,0
19672464.035231598,14.0,53.0,1,0,0,10.0,0
34424165.22831035,15.0,53.0,0,0,0,17.0,0
12297355.710763577,16.0,58.0,1,0,0,7.0,0
36005291.04512248,19.0,50.0,1,1,0,7.0,0
26637703.547857445,11.0,40.0,1,0,0,15.0,1
23342844.566471633,15.0,43.0,1,1,0,13.0,0
30197413.443823297,17.0,46.0,0,1,1,12.0,0
34279687.77099273,9.0,39.0,1,0,0,17.0,1
11939013.05921532,11.0,40.0,1,1,0,12.0,0
38698766.63939952,3.0,36.0,1,1,1,6.0,1
22281824.198258597,12.0,62.0,0,1,1,11.0,0
15142099.553717654,13.0,60.0,0,1,1,14.0,0
20334828.67828098,15.0,44.0,1,1,0,11.0,1
24754838.54035322,12.0,50.0,0,0,0,18.0,0
18917642.670941405,11.0,50.0,1,0,0,11.0,0
29553038.96300049,8.0,38.0,1,1,0,9.0,0
26244149.61184477,11.0,44.0,1,0,0,22.0,1
32123643.657296542,7.0,59.0,0,1,0,15.0,0
16916675.755910315,12.0,43.0,1,1,0,17.0,0
22962854.244722366,12.0,61.0,0,0,0,16.0,0
27670841.754173428,10.0,43.0,0,1,1,14.0,0
22660027.936230574,14.0,58.0,0,1,1,12.0,0
30150149.288581632,7.0,51.0,0,1,0,15.0,0
15498684.076785414,17.0,46.0,1,1,0,9.0,0
30115960.46119802,15.0,49.0,0,1,0,13.0,0
15002050.098951433,12.0,33.0,1,1,0,12.0,0
43587729.512673,14.0,53.0,1,0,0,13.0,0
20366194.58857244,14.0,41.0,1,1,0,12.0,0
28178645.03518236,11.0,48.0,1,0,0,21.0,1
24234409.119089253,9.0,54.0,1,0,0,11.0,0
26981972.656181533,13.0,44.0,1,1,0,12.0,0
18282668.612066448,9.0,41.0,1,1,0,12.0,0
20039903.986858573,10.0,33.0,1,1,0,8.0,0
34036369.83219901,7.0,48.0,0,1,1,12.0,1
35100822.84947628,6.0,37.0,1,1,1,6.0,1
23190683.67987425,15.0,47.0,1,0,0,13.0,0
28569851.9091626,6.0,57.0,0,1,1,15.0,1
36898766.87611357,14.0,44.0,1,0,0,14.0,0
20859410.261521656,15.0,52.0,0,1,0,14.0,0
23791073.187033847,11.0,44.0,1,1,0,15.0,0
25658477.632140715,10.0,66.0,0,0,0,14.0,0
30410280.514946353,6.0,51.0,0,1,1,12.0,1
31959283.90008625,12.0,48.0,1,0,0,12.0,0
33356899.776108954,11.0,49.0,1,1,0,12.0,0
34118377.51037132,8.0,36.0,1,1,0,12.0,0
19464647.256868076,10.0,58.0,0,1,0,14.0,0
21534179.5164747,14.0,50.0,0,1,0,15.0,0
30308852.308913805,11.0,29.0,1,1,0,13.0,0
25609824.611503158,13.0,46.0,1,1,0,10.0,0
25254948.10740973,14.0,47.0,0,0,0,14.0,0
24157308.60933707,14.0,40.0,1,1,0,7.0,0
22068247.55760158,11.0,48.0,1,1,0,10.0,0
24553121.03535692,15.0,52.0,1,0,0,12.0,0
18242260.722361144,15.0,50.0,0,0,1,11.0,0
29306902.66936241,19.0,37.0,0,1,1,11.0,0
29372356.061117407,11.0,38.0,1,1,0,7.0,0
28947910.47269617,9.0,47.0,1,0,0,20.0,1
20711178.62868569,10.0,36.0,1,1,0,12.0,0
24620483.45711427,17.0,59.0,0,1,1,13.0,0
25170502.64362439,9.0,58.0,0,0,0,19.0,0
24910464.425048653,15.0,46.0,1,0,1,13.0,0
28074122.927293573,14.0,37.0,1,1,0,5.0,0
22648583.110021666,11.0,53.0,1,0,0,10.0,0
21124154.77046135,12.0,43.0,1,0,0,8.0,0
32647762.633781,12.0,48.0,1,1,0,10.0,0
23340976.677309707,11.0,37.0,1,1,0,10.0,0
29401899.018862873,4.0,50.0,0,1,1,9.0,1
24080723.764540624,12.0,62.0,0,1,0,14.0,1
31999636.288066413,15.0,46.0,1,0,0,6.0,0
33768113.09188586,9.0,52.0,0,1,0,12.0,0
30045042.924531158,20.0,54.0,0,1,1,17.0,0
33670046.57150576,11.0,43.0,1,0,0,14.0,0
39735692.53059606,10.0,34.0,1,1,0,12.0,0
24387338.93615943,10.0,34.0,1,1,0,8.0,0
16680597.87328834,10.0,50.0,0,1,0,13.0,0
30579794.558033634,7.0,32.0,1,0,0,12.0,1
35631336.96846063,7.0,31.0,1,1,0,11.0,1
33242955.923153397,3.0,33.0,1,0,1,12.0,1
27405800.726913765,13.0,45.0,1,0,0,14.0,1
31586989.204413068,10.0,46.0,1,1,0,12.0,0
34829804.762883954,16.0,47.0,0,1,0,14.0,0
27064579.145796206,14.0,46.0,1,1,0,10.0,0
22917069.56009068,17.0,50.0,0,1,1,12.0,0
30362402.308989476,17.0,51.0,1,1,0,9.0,0
22718480.856512584,13.0,49.0,1,0,0,16.0,1
16346358.436560199,8.0,63.0,0,0,0,15.0,0
21852866.469509363,7.0,58.0,0,0,0,17.0,0
36473912.78154983,13.0,51.0,0,0,0,17.0,0
23749080.076900143,15.0,52.0,0,1,0,15.0,0
19653202.151161388,16.0,54.0,0,1,0,17.0,0
37015086.61609691,13.0,45.0,1,1,0,11.0,0
37944276.90517976,8.0,50.0,1,1,0,12.0,0
29036962.751664706,10.0,36.0,1,1,0,11.0,0
31806596.52941931,12.0,47.0,0,1,0,14.0,0
32187358.08119224,12.0,56.0,0,0,0,17.0,0
31116053.37604728,14.0,43.0,1,1,0,10.0,0
34983958.96745725,10.0,59.0,0,1,0,15.0,1
21804658.949319836,13.0,52.0,0,0,0,14.0,0
28257970.441935726,12.0,48.0,1,1,0,9.0,0
33115739.289803874,3.0,56.0,0,1,1,14.0,1
24411169.569852684,15.0,44.0,1,0,0,15.0,1
23473567.67821981,13.0,47.0,1,0,0,12.0,0
20734464.041430946,15.0,58.0,1,0,0,10.0,0
35288597.09443128,14.0,48.0,1,0,0,10.0,0
32588543.401446182,13.0,40.0,1,1,0,5.0,0
35397565.64674032,9.0,36.0,1,1,0,11.0,0
24150229.71673643,10.0,53.0,0,1,0,14.0,0
35461903.4520807,10.0,56.0,0,0,0,14.0,0
25387213.024737097,15.0,56.0,0,1,0,18.0,0
5692361.907704711,9.0,66.0,0,0,0,18.0,0
30339962.375896677,17.0,53.0,1,0,0,6.0,0
38616435.052815154,11.0,52.0,1,0,0,8.0,0
29230289.007736154,15.0,51.0,1,0,0,8.0,0
32927034.062393557,15.0,48.0,1,0,0,6.0,0
28042851.149846096,12.0,32.0,1,1,0,13.0,0
31067535.7881125,12.0,34.0,1,1,0,6.0,0
20612621.376600575,14.0,51.0,1,0,0,12.0,0
26271628.61376885,17.0,61.0,0,1,1,15.0,0
24040487.204675704,8.0,45.0,1,0,0,24.0,1
24906176.825941067,13.0,47.0,0,0,0,16.0,1
24892100.301251683,16.0,56.0,0,1,1,14.0,0
27039258.056745358,12.0,45.0,1,1,0,13.0,0
21153925.093735024,15.0,59.0,0,1,1,17.0,1
19703193.37924739,9.0,37.0,1,1,1,10.0,0
22623355.481908258,12.0,41.0,1,0,0,6.0,0
15986212.439329138,10.0,31.0,1,1,0,11.0,0
31874581.818672903,18.0,44.0,1,1,0,5.0,0
20825370.54985683,13.0,43.0,1,1,0,9.0,0
31516411.87952842,7.0,54.0,1,0,0,13.0,0
32795353.92238662,11.0,33.0,1,1,0,7.0,0
30863688.55503876,15.0,43.0,1,1,1,8.0,1
32766541.202678885,9.0,49.0,1,1,0,14.0,0
22196230.430980653,10.0,41.0,1,0,0,16.0,1
34341182.366943605,12.0,55.0,0,1,0,16.0,0
19984837.629953053,4.0,48.0,1,1,1,7.0,1
22018568.231375232,17.0,44.0,1,0,1,14.0,0
28063845.6238057,13.0,46.0,1,1,0,11.0,0
20824780.819896344,14.0,67.0,0,1,1,13.0,0
23242281.239733905,8.0,29.0,1,1,0,13.0,0
25867865.233276952,14.0,51.0,1,0,0,11.0,0
39933699.20758852,8.0,32.0,1,1,0,14.0,0
39260548.817930296,13.0,47.0,1,1,0,13.0,0
31701134.16161066,11.0,43.0,1,1,0,14.0,0
19073143.041535553,11.0,45.0,0,1,0,14.0,0
20722363.30699916,13.0,41.0,1,1,0,14.0,0
28677804.555107955,20.0,56.0,1,0,0,8.0,0
29869954.795164984,9.0,39.0,1,1,0,9.0,0
29296887.863147773,6.0,65.0,0,1,0,11.0,0
18465143.421704274,9.0,35.0,1,0,0,15.0,1
41266976.08271389,14.0,47.0,1,0,0,12.0,0
28444859.758561768,13.0,64.0,0,1,1,16.0,0
23508544.037599217,5.0,33.0,1,1,0,16.0,0
17896471.001291614,16.0,55.0,1,0,0,9.0,0
24773629.347518943,19.0,56.0,0,1,1,15.0,0
20161582.10133102,6.0,50.0,0,1,1,15.0,1
19115411.134322133,10.0,51.0,0,0,0,17.0,0
27632869.70491766,9.0,48.0,0,0,1,20.0,1
37131868.34804394,16.0,49.0,1,0,0,8.0,0
35010236.99016218,15.0,54.0,0,1,0,15.0,0
34311703.13545264,16.0,46.0,1,0,0,16.0,0
27011814.505074523,6.0,70.0,0,0,1,15.0,0
33607838.9232507,14.0,46.0,1,0,0,11.0,0
18543440.880132623,5.0,29.0,1,1,0,15.0,0
31290259.43861105,21.0,57.0,1,0,0,7.0,0
29604703.38244768,10.0,36.0,1,1,0,10.0,0
30132957.79799833,16.0,50.0,1,0,0,8.0,0
29686792.033835728,17.0,50.0,1,0,0,3.0,0
25539272.22330988,16.0,46.0,1,1,0,10.0,0
28136624.460159425,13.0,52.0,0,0,0,13.0,0
29042375.280369386,17.0,49.0,0,1,1,14.0,1
32867497.192781847,2.0,43.0,0,0,1,13.0,1
31543740.194195997,9.0,36.0,1,1,1,12.0,0
22643974.677375477,15.0,63.0,0,1,1,14.0,0
26382837.439328708,8.0,64.0,0,1,1,18.0,1
33516405.87874802,14.0,46.0,1,1,0,9.0,0
29510118.334528107,10.0,37.0,1,1,0,8.0,0
28349702.20965616,13.0,58.0,0,1,0,18.0,0
34505981.226006106,13.0,47.0,1,1,0,13.0,0
39193023.743278675,14.0,47.0,1,0,0,11.0,0
32743948.497017168,7.0,51.0,0,0,1,15.0,1
36032720.32700751,18.0,56.0,1,0,0,7.0,0
28010495.776609104,11.0,42.0,1,1,0,10.0,0
31792699.10729585,18.0,56.0,0,0,0,10.0,0
29936806.908327553,18.0,51.0,0,1,1,16.0,0
27449964.004590552,11.0,44.0,1,1,0,8.0,0
30679271.45680542,20.0,51.0,0,1,1,16.0,0
24179496.381346535,4.0,46.0,1,1,1,10.0,1
25054181.01724624,16.0,45.0,1,1,1,12.0,0
33331806.48547288,14.0,52.0,0,1,0,14.0,0
39839446.78216067,15.0,48.0,0,1,1,14.0,0
28640301.645406164,9.0,48.0,1,1,0,15.0,0
28903122.418713152,14.0,45.0,1,1,0,12.0,1
23566262.86243868,11.0,63.0,0,1,1,11.0,0
17138147.419973854,11.0,49.0,1,0,0,10.0,0
